papeleta,modo,votos,precinto,unidad,colegio
PLEBISCITO,EN BLANCO,1,99,9,5
PLEBISCITO,NULAS,0,99,9,5
ESTATAL,EN BLANCO,0,99,10,1
ESTATAL,NULAS,0,99,10,1
ESTATAL,PAPELETAS POR CANDIDATURA,78,99,10,1
LEGISLATIVA,EN BLANCO,2,99,10,1
LEGISLATIVA,NULAS,0,99,10,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,101,99,10,1
MUNICIPAL,EN BLANCO,1,99,10,1
MUNICIPAL,NULAS,0,99,10,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,81,99,10,1
PLEBISCITO,EN BLANCO,6,99,10,1
PLEBISCITO,NULAS,0,99,10,1
ESTATAL,EN BLANCO,0,99,10,2
ESTATAL,NULAS,0,99,10,2
ESTATAL,PAPELETAS POR CANDIDATURA,88,99,10,2
LEGISLATIVA,EN BLANCO,1,99,10,2
LEGISLATIVA,NULAS,0,99,10,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,110,99,10,2
MUNICIPAL,EN BLANCO,0,99,10,2
MUNICIPAL,NULAS,0,99,10,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,95,99,10,2
PLEBISCITO,EN BLANCO,11,99,10,2
PLEBISCITO,NULAS,0,99,10,2
ESTATAL,EN BLANCO,0,99,10,3
ESTATAL,NULAS,0,99,10,3
ESTATAL,PAPELETAS POR CANDIDATURA,73,99,10,3
LEGISLATIVA,EN BLANCO,1,99,10,3
LEGISLATIVA,NULAS,0,99,10,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,96,99,10,3
MUNICIPAL,EN BLANCO,1,99,10,3
MUNICIPAL,NULAS,0,99,10,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,87,99,10,3
PLEBISCITO,EN BLANCO,14,99,10,3
PLEBISCITO,NULAS,0,99,10,3
ESTATAL,EN BLANCO,0,99,11,1
ESTATAL,NULAS,0,99,11,1
ESTATAL,PAPELETAS POR CANDIDATURA,43,99,11,1
LEGISLATIVA,EN BLANCO,0,99,11,1
LEGISLATIVA,NULAS,1,99,11,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,46,99,11,1
MUNICIPAL,EN BLANCO,3,99,11,1
MUNICIPAL,NULAS,0,99,11,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,51,99,11,1
PLEBISCITO,EN BLANCO,12,99,11,1
PLEBISCITO,NULAS,0,99,11,1
ESTATAL,EN BLANCO,0,99,11,2
ESTATAL,NULAS,0,99,11,2
ESTATAL,PAPELETAS POR CANDIDATURA,46,99,11,2
LEGISLATIVA,EN BLANCO,4,99,11,2
LEGISLATIVA,NULAS,0,99,11,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,43,99,11,2
MUNICIPAL,EN BLANCO,2,99,11,2
MUNICIPAL,NULAS,0,99,11,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,53,99,11,2
PLEBISCITO,EN BLANCO,16,99,11,2
PLEBISCITO,NULAS,0,99,11,2
ESTATAL,EN BLANCO,0,99,12,1
ESTATAL,NULAS,0,99,12,1
ESTATAL,PAPELETAS POR CANDIDATURA,64,99,12,1
LEGISLATIVA,EN BLANCO,0,99,12,1
LEGISLATIVA,NULAS,0,99,12,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,88,99,12,1
MUNICIPAL,EN BLANCO,0,99,12,1
MUNICIPAL,NULAS,0,99,12,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,81,99,12,1
PLEBISCITO,EN BLANCO,5,99,12,1
PLEBISCITO,NULAS,0,99,12,1
ESTATAL,EN BLANCO,0,99,12,2
ESTATAL,NULAS,0,99,12,2
ESTATAL,PAPELETAS POR CANDIDATURA,84,99,12,2
LEGISLATIVA,EN BLANCO,2,99,12,2
LEGISLATIVA,NULAS,0,99,12,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,93,99,12,2
MUNICIPAL,EN BLANCO,1,99,12,2
MUNICIPAL,NULAS,0,99,12,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,103,99,12,2
PLEBISCITO,EN BLANCO,8,99,12,2
PLEBISCITO,NULAS,0,99,12,2
ESTATAL,EN BLANCO,1,99,74,1
ESTATAL,NULAS,0,99,74,1
ESTATAL,PAPELETAS POR CANDIDATURA,18,99,74,1
LEGISLATIVA,EN BLANCO,0,99,74,1
LEGISLATIVA,NULAS,0,99,74,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,17,99,74,1
MUNICIPAL,EN BLANCO,0,99,74,1
MUNICIPAL,NULAS,0,99,74,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,20,99,74,1
PLEBISCITO,EN BLANCO,5,99,74,1
PLEBISCITO,NULAS,0,99,74,1
ESTATAL,EN BLANCO,0,99,74,2
ESTATAL,NULAS,0,99,74,2
ESTATAL,PAPELETAS POR CANDIDATURA,17,99,74,2
LEGISLATIVA,EN BLANCO,0,99,74,2
LEGISLATIVA,NULAS,0,99,74,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,20,99,74,2
MUNICIPAL,EN BLANCO,0,99,74,2
MUNICIPAL,NULAS,0,99,74,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,15,99,74,2
PLEBISCITO,EN BLANCO,0,99,74,2
PLEBISCITO,NULAS,0,99,74,2
ESTATAL,EN BLANCO,1,99,74,3
ESTATAL,NULAS,0,99,74,3
ESTATAL,PAPELETAS POR CANDIDATURA,14,99,74,3
LEGISLATIVA,EN BLANCO,1,99,74,3
LEGISLATIVA,NULAS,0,99,74,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,15,99,74,3
MUNICIPAL,EN BLANCO,0,99,74,3
MUNICIPAL,NULAS,0,99,74,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,23,99,74,3
PLEBISCITO,EN BLANCO,2,99,74,3
PLEBISCITO,NULAS,0,99,74,3
ESTATAL,EN BLANCO,0,99,74,4
ESTATAL,NULAS,0,99,74,4
ESTATAL,PAPELETAS POR CANDIDATURA,27,99,74,4
LEGISLATIVA,EN BLANCO,0,99,74,4
LEGISLATIVA,NULAS,0,99,74,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,32,99,74,4
MUNICIPAL,EN BLANCO,0,99,74,4
MUNICIPAL,NULAS,0,99,74,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,24,99,74,4
PLEBISCITO,EN BLANCO,1,99,74,4
PLEBISCITO,NULAS,0,99,74,4
ESTATAL,EN BLANCO,0,99,74,5
ESTATAL,NULAS,0,99,74,5
ESTATAL,PAPELETAS POR CANDIDATURA,14,99,74,5
LEGISLATIVA,EN BLANCO,0,99,74,5
LEGISLATIVA,NULAS,0,99,74,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,19,99,74,5
MUNICIPAL,EN BLANCO,0,99,74,5
MUNICIPAL,NULAS,0,99,74,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,18,99,74,5
PLEBISCITO,EN BLANCO,1,99,74,5
PLEBISCITO,NULAS,0,99,74,5
ESTATAL,EN BLANCO,0,99,74,6
ESTATAL,NULAS,0,99,74,6
ESTATAL,PAPELETAS POR CANDIDATURA,0,99,74,6
LEGISLATIVA,EN BLANCO,0,99,74,6
LEGISLATIVA,NULAS,0,99,74,6
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,99,74,6
MUNICIPAL,EN BLANCO,0,99,74,6
MUNICIPAL,NULAS,0,99,74,6
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,99,74,6
PLEBISCITO,EN BLANCO,0,99,74,6
PLEBISCITO,NULAS,0,99,74,6
ESTATAL,EN BLANCO,0,99,75,1
ESTATAL,NULAS,0,99,75,1
ESTATAL,PAPELETAS POR CANDIDATURA,0,99,75,1
LEGISLATIVA,EN BLANCO,0,99,75,1
LEGISLATIVA,NULAS,0,99,75,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,99,75,1
MUNICIPAL,EN BLANCO,0,99,75,1
MUNICIPAL,NULAS,0,99,75,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,99,75,1
PLEBISCITO,EN BLANCO,0,99,75,1
PLEBISCITO,NULAS,0,99,75,1
ESTATAL,EN BLANCO,1,99,75,2
ESTATAL,NULAS,0,99,75,2
ESTATAL,PAPELETAS POR CANDIDATURA,38,99,75,2
LEGISLATIVA,EN BLANCO,0,99,75,2
LEGISLATIVA,NULAS,1,99,75,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,24,99,75,2
MUNICIPAL,EN BLANCO,2,99,75,2
MUNICIPAL,NULAS,1,99,75,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,166,99,75,2
PLEBISCITO,EN BLANCO,3,99,75,2
PLEBISCITO,NULAS,0,99,75,2
ESTATAL,EN BLANCO,4,99,77,1
ESTATAL,NULAS,0,99,77,1
ESTATAL,PAPELETAS POR CANDIDATURA,175,99,77,1
LEGISLATIVA,EN BLANCO,57,99,77,1
LEGISLATIVA,NULAS,2,99,77,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,431,99,77,1
MUNICIPAL,EN BLANCO,1,99,77,1
MUNICIPAL,NULAS,0,99,77,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,25,99,77,1
PLEBISCITO,EN BLANCO,0,99,77,1
PLEBISCITO,NULAS,0,99,77,1
ESTATAL,EN BLANCO,0,99,77,2
ESTATAL,NULAS,0,99,77,2
ESTATAL,PAPELETAS POR CANDIDATURA,0,99,77,2
LEGISLATIVA,EN BLANCO,0,99,77,2
LEGISLATIVA,NULAS,0,99,77,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,99,77,2
MUNICIPAL,EN BLANCO,0,99,77,2
MUNICIPAL,NULAS,0,99,77,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,99,77,2
PLEBISCITO,EN BLANCO,0,99,77,2
PLEBISCITO,NULAS,0,99,77,2
ESTATAL,EN BLANCO,0,99,77,3
ESTATAL,NULAS,0,99,77,3
ESTATAL,PAPELETAS POR CANDIDATURA,3,99,77,3
LEGISLATIVA,EN BLANCO,0,99,77,3
LEGISLATIVA,NULAS,6,99,77,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,138,99,77,3
MUNICIPAL,EN BLANCO,0,99,77,3
MUNICIPAL,NULAS,0,99,77,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,2,99,77,3
PLEBISCITO,EN BLANCO,0,99,77,3
PLEBISCITO,NULAS,0,99,77,3
FEDERAL,EN BLANCO,0,99,77,4
FEDERAL,NULAS,0,99,77,4
FEDERAL,PAPELETAS POR CANDIDATURA,0,99,77,4
ESTATAL,EN BLANCO,0,99,77,5
ESTATAL,NULAS,0,99,77,5
ESTATAL,PAPELETAS POR CANDIDATURA,0,99,77,5
LEGISLATIVA,EN BLANCO,0,99,77,5
LEGISLATIVA,NULAS,0,99,77,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,99,77,5
MUNICIPAL,EN BLANCO,0,99,77,5
MUNICIPAL,NULAS,0,99,77,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,99,77,5
PLEBISCITO,EN BLANCO,0,99,77,5
PLEBISCITO,NULAS,0,99,77,5
ESTATAL,EN BLANCO,0,99,78,1
ESTATAL,NULAS,0,99,78,1
ESTATAL,PAPELETAS POR CANDIDATURA,35,99,78,1
LEGISLATIVA,EN BLANCO,2,99,78,1
LEGISLATIVA,NULAS,0,99,78,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,11,99,78,1
MUNICIPAL,EN BLANCO,2,99,78,1
MUNICIPAL,NULAS,7,99,78,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,6,99,78,1
PLEBISCITO,EN BLANCO,1,99,78,1
PLEBISCITO,NULAS,0,99,78,1
ESTATAL,EN BLANCO,0,99,78,2
ESTATAL,NULAS,0,99,78,2
ESTATAL,PAPELETAS POR CANDIDATURA,0,99,78,2
LEGISLATIVA,EN BLANCO,0,99,78,2
LEGISLATIVA,NULAS,0,99,78,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,99,78,2
MUNICIPAL,EN BLANCO,0,99,78,2
MUNICIPAL,NULAS,0,99,78,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,99,78,2
PLEBISCITO,EN BLANCO,0,99,78,2
PLEBISCITO,NULAS,0,99,78,2
ESTATAL,EN BLANCO,0,99,78,3
ESTATAL,NULAS,0,99,78,3
ESTATAL,PAPELETAS POR CANDIDATURA,0,99,78,3
LEGISLATIVA,EN BLANCO,0,99,78,3
LEGISLATIVA,NULAS,0,99,78,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,99,78,3
MUNICIPAL,EN BLANCO,0,99,78,3
MUNICIPAL,NULAS,0,99,78,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,99,78,3
PLEBISCITO,EN BLANCO,0,99,78,3
PLEBISCITO,NULAS,0,99,78,3
ESTATAL,EN BLANCO,2,100,1,1
ESTATAL,NULAS,0,100,1,1
ESTATAL,PAPELETAS POR CANDIDATURA,59,100,1,1
LEGISLATIVA,EN BLANCO,0,100,1,1
LEGISLATIVA,NULAS,1,100,1,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,44,100,1,1
MUNICIPAL,EN BLANCO,1,100,1,1
MUNICIPAL,NULAS,1,100,1,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,37,100,1,1
PLEBISCITO,EN BLANCO,8,100,1,1
PLEBISCITO,NULAS,0,100,1,1
ESTATAL,EN BLANCO,3,100,1,2
ESTATAL,NULAS,0,100,1,2
ESTATAL,PAPELETAS POR CANDIDATURA,55,100,1,2
LEGISLATIVA,EN BLANCO,0,100,1,2
LEGISLATIVA,NULAS,0,100,1,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,43,100,1,2
MUNICIPAL,EN BLANCO,2,100,1,2
MUNICIPAL,NULAS,0,100,1,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,51,100,1,2
PLEBISCITO,EN BLANCO,6,100,1,2
PLEBISCITO,NULAS,0,100,1,2
ESTATAL,EN BLANCO,0,100,2,1
ESTATAL,NULAS,0,100,2,1
ESTATAL,PAPELETAS POR CANDIDATURA,25,100,2,1
LEGISLATIVA,EN BLANCO,1,100,2,1
LEGISLATIVA,NULAS,0,100,2,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,28,100,2,1
MUNICIPAL,EN BLANCO,0,100,2,1
MUNICIPAL,NULAS,0,100,2,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,28,100,2,1
PLEBISCITO,EN BLANCO,3,100,2,1
PLEBISCITO,NULAS,0,100,2,1
ESTATAL,EN BLANCO,1,100,3,1
ESTATAL,NULAS,0,100,3,1
ESTATAL,PAPELETAS POR CANDIDATURA,50,100,3,1
LEGISLATIVA,EN BLANCO,1,100,3,1
LEGISLATIVA,NULAS,0,100,3,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,42,100,3,1
MUNICIPAL,EN BLANCO,2,100,3,1
MUNICIPAL,NULAS,0,100,3,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,39,100,3,1
PLEBISCITO,EN BLANCO,1,100,3,1
PLEBISCITO,NULAS,0,100,3,1
ESTATAL,EN BLANCO,1,100,4,1
ESTATAL,NULAS,0,100,4,1
ESTATAL,PAPELETAS POR CANDIDATURA,55,100,4,1
LEGISLATIVA,EN BLANCO,2,100,4,1
LEGISLATIVA,NULAS,0,100,4,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,49,100,4,1
MUNICIPAL,EN BLANCO,1,100,4,1
MUNICIPAL,NULAS,2,100,4,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,40,100,4,1
PLEBISCITO,EN BLANCO,2,100,4,1
PLEBISCITO,NULAS,0,100,4,1
ESTATAL,EN BLANCO,1,100,4,2
ESTATAL,NULAS,0,100,4,2
ESTATAL,PAPELETAS POR CANDIDATURA,56,100,4,2
LEGISLATIVA,EN BLANCO,2,100,4,2
LEGISLATIVA,NULAS,0,100,4,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,64,100,4,2
MUNICIPAL,EN BLANCO,2,100,4,2
MUNICIPAL,NULAS,0,100,4,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,48,100,4,2
PLEBISCITO,EN BLANCO,7,100,4,2
PLEBISCITO,NULAS,0,100,4,2
ESTATAL,EN BLANCO,1,100,4,3
ESTATAL,NULAS,0,100,4,3
ESTATAL,PAPELETAS POR CANDIDATURA,54,100,4,3
LEGISLATIVA,EN BLANCO,3,100,4,3
LEGISLATIVA,NULAS,0,100,4,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,52,100,4,3
MUNICIPAL,EN BLANCO,1,100,4,3
MUNICIPAL,NULAS,0,100,4,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,47,100,4,3
PLEBISCITO,EN BLANCO,16,100,4,3
PLEBISCITO,NULAS,0,100,4,3
ESTATAL,EN BLANCO,0,100,5,1
ESTATAL,NULAS,0,100,5,1
ESTATAL,PAPELETAS POR CANDIDATURA,69,100,5,1
LEGISLATIVA,EN BLANCO,0,100,5,1
LEGISLATIVA,NULAS,0,100,5,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,91,100,5,1
MUNICIPAL,EN BLANCO,5,100,5,1
MUNICIPAL,NULAS,0,100,5,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,52,100,5,1
PLEBISCITO,EN BLANCO,2,100,5,1
PLEBISCITO,NULAS,0,100,5,1
ESTATAL,EN BLANCO,0,100,5,2
ESTATAL,NULAS,0,100,5,2
ESTATAL,PAPELETAS POR CANDIDATURA,72,100,5,2
LEGISLATIVA,EN BLANCO,0,100,5,2
LEGISLATIVA,NULAS,0,100,5,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,72,100,5,2
MUNICIPAL,EN BLANCO,1,100,5,2
MUNICIPAL,NULAS,0,100,5,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,45,100,5,2
PLEBISCITO,EN BLANCO,0,100,5,2
PLEBISCITO,NULAS,0,100,5,2
ESTATAL,EN BLANCO,1,100,5,3
ESTATAL,NULAS,0,100,5,3
ESTATAL,PAPELETAS POR CANDIDATURA,81,100,5,3
LEGISLATIVA,EN BLANCO,1,100,5,3
LEGISLATIVA,NULAS,0,100,5,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,81,100,5,3
MUNICIPAL,EN BLANCO,0,100,5,3
MUNICIPAL,NULAS,1,100,5,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,68,100,5,3
PLEBISCITO,EN BLANCO,2,100,5,3
PLEBISCITO,NULAS,0,100,5,3
ESTATAL,EN BLANCO,0,100,5,4
ESTATAL,NULAS,0,100,5,4
ESTATAL,PAPELETAS POR CANDIDATURA,66,100,5,4
LEGISLATIVA,EN BLANCO,0,100,5,4
LEGISLATIVA,NULAS,0,100,5,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,79,100,5,4
MUNICIPAL,EN BLANCO,1,100,5,4
MUNICIPAL,NULAS,0,100,5,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,50,100,5,4
PLEBISCITO,EN BLANCO,2,100,5,4
PLEBISCITO,NULAS,0,100,5,4
ESTATAL,EN BLANCO,2,100,6,1
ESTATAL,NULAS,0,100,6,1
ESTATAL,PAPELETAS POR CANDIDATURA,54,100,6,1
LEGISLATIVA,EN BLANCO,4,100,6,1
LEGISLATIVA,NULAS,0,100,6,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,62,100,6,1
MUNICIPAL,EN BLANCO,1,100,6,1
MUNICIPAL,NULAS,0,100,6,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,50,100,6,1
PLEBISCITO,EN BLANCO,4,100,6,1
PLEBISCITO,NULAS,0,100,6,1
ESTATAL,EN BLANCO,2,100,6,2
ESTATAL,NULAS,0,100,6,2
ESTATAL,PAPELETAS POR CANDIDATURA,59,100,6,2
LEGISLATIVA,EN BLANCO,7,100,6,2
LEGISLATIVA,NULAS,0,100,6,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,61,100,6,2
MUNICIPAL,EN BLANCO,3,100,6,2
MUNICIPAL,NULAS,0,100,6,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,58,100,6,2
PLEBISCITO,EN BLANCO,2,100,6,2
PLEBISCITO,NULAS,0,100,6,2
ESTATAL,EN BLANCO,0,100,6,3
ESTATAL,NULAS,0,100,6,3
ESTATAL,PAPELETAS POR CANDIDATURA,56,100,6,3
LEGISLATIVA,EN BLANCO,2,100,6,3
LEGISLATIVA,NULAS,0,100,6,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,57,100,6,3
MUNICIPAL,EN BLANCO,2,100,6,3
MUNICIPAL,NULAS,1,100,6,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,60,100,6,3
PLEBISCITO,EN BLANCO,6,100,6,3
PLEBISCITO,NULAS,0,100,6,3
ESTATAL,EN BLANCO,0,100,7,1
ESTATAL,NULAS,0,100,7,1
ESTATAL,PAPELETAS POR CANDIDATURA,45,100,7,1
LEGISLATIVA,EN BLANCO,2,100,7,1
LEGISLATIVA,NULAS,0,100,7,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,53,100,7,1
MUNICIPAL,EN BLANCO,0,100,7,1
MUNICIPAL,NULAS,0,100,7,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,46,100,7,1
PLEBISCITO,EN BLANCO,8,100,7,1
PLEBISCITO,NULAS,0,100,7,1
ESTATAL,EN BLANCO,0,100,7,2
ESTATAL,NULAS,0,100,7,2
ESTATAL,PAPELETAS POR CANDIDATURA,31,100,7,2
LEGISLATIVA,EN BLANCO,0,100,7,2
LEGISLATIVA,NULAS,0,100,7,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,26,100,7,2
MUNICIPAL,EN BLANCO,0,100,7,2
MUNICIPAL,NULAS,0,100,7,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,13,100,7,2
PLEBISCITO,EN BLANCO,5,100,7,2
PLEBISCITO,NULAS,0,100,7,2
ESTATAL,EN BLANCO,1,100,7,3
ESTATAL,NULAS,0,100,7,3
ESTATAL,PAPELETAS POR CANDIDATURA,42,100,7,3
LEGISLATIVA,EN BLANCO,3,100,7,3
LEGISLATIVA,NULAS,0,100,7,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,39,100,7,3
MUNICIPAL,EN BLANCO,0,100,7,3
MUNICIPAL,NULAS,0,100,7,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,32,100,7,3
PLEBISCITO,EN BLANCO,8,100,7,3
PLEBISCITO,NULAS,0,100,7,3
ESTATAL,EN BLANCO,1,100,8,1
ESTATAL,NULAS,0,100,8,1
ESTATAL,PAPELETAS POR CANDIDATURA,57,100,8,1
LEGISLATIVA,EN BLANCO,5,100,8,1
LEGISLATIVA,NULAS,0,100,8,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,42,100,8,1
MUNICIPAL,EN BLANCO,1,100,8,1
MUNICIPAL,NULAS,0,100,8,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,42,100,8,1
PLEBISCITO,EN BLANCO,6,100,8,1
PLEBISCITO,NULAS,0,100,8,1
ESTATAL,EN BLANCO,0,100,8,2
ESTATAL,NULAS,0,100,8,2
ESTATAL,PAPELETAS POR CANDIDATURA,25,100,8,2
LEGISLATIVA,EN BLANCO,0,100,8,2
LEGISLATIVA,NULAS,0,100,8,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,20,100,8,2
MUNICIPAL,EN BLANCO,0,100,8,2
MUNICIPAL,NULAS,0,100,8,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,16,100,8,2
PLEBISCITO,EN BLANCO,10,100,8,2
PLEBISCITO,NULAS,0,100,8,2
ESTATAL,EN BLANCO,0,100,8,3
ESTATAL,NULAS,0,100,8,3
ESTATAL,PAPELETAS POR CANDIDATURA,32,100,8,3
LEGISLATIVA,EN BLANCO,1,100,8,3
LEGISLATIVA,NULAS,0,100,8,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,29,100,8,3
MUNICIPAL,EN BLANCO,0,100,8,3
MUNICIPAL,NULAS,0,100,8,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,29,100,8,3
PLEBISCITO,EN BLANCO,5,100,8,3
PLEBISCITO,NULAS,0,100,8,3
ESTATAL,EN BLANCO,0,100,9,1
ESTATAL,NULAS,0,100,9,1
ESTATAL,PAPELETAS POR CANDIDATURA,60,100,9,1
LEGISLATIVA,EN BLANCO,2,100,9,1
LEGISLATIVA,NULAS,0,100,9,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,56,100,9,1
MUNICIPAL,EN BLANCO,0,100,9,1
MUNICIPAL,NULAS,0,100,9,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,43,100,9,1
PLEBISCITO,EN BLANCO,1,100,9,1
PLEBISCITO,NULAS,0,100,9,1
ESTATAL,EN BLANCO,0,100,9,2
ESTATAL,NULAS,0,100,9,2
ESTATAL,PAPELETAS POR CANDIDATURA,50,100,9,2
LEGISLATIVA,EN BLANCO,1,100,9,2
LEGISLATIVA,NULAS,0,100,9,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,51,100,9,2
MUNICIPAL,EN BLANCO,0,100,9,2
MUNICIPAL,NULAS,0,100,9,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,39,100,9,2
PLEBISCITO,EN BLANCO,5,100,9,2
PLEBISCITO,NULAS,0,100,9,2
ESTATAL,EN BLANCO,2,100,10,1
ESTATAL,NULAS,0,100,10,1
ESTATAL,PAPELETAS POR CANDIDATURA,86,100,10,1
LEGISLATIVA,EN BLANCO,1,100,10,1
LEGISLATIVA,NULAS,0,100,10,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,101,100,10,1
MUNICIPAL,EN BLANCO,2,100,10,1
MUNICIPAL,NULAS,1,100,10,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,71,100,10,1
PLEBISCITO,EN BLANCO,5,100,10,1
PLEBISCITO,NULAS,0,100,10,1
ESTATAL,EN BLANCO,0,100,10,2
ESTATAL,NULAS,0,100,10,2
ESTATAL,PAPELETAS POR CANDIDATURA,80,100,10,2
LEGISLATIVA,EN BLANCO,1,100,10,2
LEGISLATIVA,NULAS,0,100,10,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,69,100,10,2
MUNICIPAL,EN BLANCO,0,100,10,2
MUNICIPAL,NULAS,0,100,10,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,66,100,10,2
PLEBISCITO,EN BLANCO,3,100,10,2
PLEBISCITO,NULAS,0,100,10,2
ESTATAL,EN BLANCO,0,100,10,3
ESTATAL,NULAS,0,100,10,3
ESTATAL,PAPELETAS POR CANDIDATURA,72,100,10,3
LEGISLATIVA,EN BLANCO,0,100,10,3
LEGISLATIVA,NULAS,0,100,10,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,70,100,10,3
MUNICIPAL,EN BLANCO,1,100,10,3
MUNICIPAL,NULAS,0,100,10,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,56,100,10,3
PLEBISCITO,EN BLANCO,7,100,10,3
PLEBISCITO,NULAS,0,100,10,3
ESTATAL,EN BLANCO,0,100,74,1
ESTATAL,NULAS,0,100,74,1
ESTATAL,PAPELETAS POR CANDIDATURA,17,100,74,1
LEGISLATIVA,EN BLANCO,2,100,74,1
LEGISLATIVA,NULAS,0,100,74,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,9,100,74,1
MUNICIPAL,EN BLANCO,0,100,74,1
MUNICIPAL,NULAS,0,100,74,1
